scorer,contaminant,n,fraction,n_contaminating,repeats,im_size,detect,detect_lo,detect_hi,KS_mean
jpeg_bytes,uniform,1000,0.1,100,500,256,1.0,0.9923753814690964,0.9999999999999999,0.10655800000000001
jpeg_bytes,uniform,1000,0.2,200,500,256,1.0,0.9923753814690964,0.9999999999999999,0.20287600000000003
jpeg_bytes,uniform,1000,0.5,500,500,256,1.0,0.9923753814690964,0.9999999999999999,0.500826
jpeg_bytes,uniform,1000,1.0,1000,500,256,1.0,0.9923753814690964,0.9999999999999999,1.0
jpeg_bytes,uniform,2000,0.0,0,500,256,0.046,0.030844883399787512,0.06807827022627275,0.027288
jpeg_bytes,uniform,2000,0.005,10,500,256,0.054,0.03737409848513375,0.07742706124443205,0.027435
jpeg_bytes,uniform,2000,0.01,20,500,256,0.08,0.05929780247392154,0.1071068770920373,0.028423
jpeg_bytes,uniform,2000,0.02,40,500,256,0.148,0.11956093151848089,0.18180679992727505,0.033146999999999996
jpeg_bytes,uniform,2000,0.05,100,500,256,1.0,0.9923753814690964,0.9999999999999999,0.056060000000000006
jpeg_bytes,uniform,2000,0.1,200,500,256,1.0,0.9923753814690964,0.9999999999999999,0.102608
jpeg_bytes,uniform,2000,0.2,400,500,256,1.0,0.9923753814690964,0.9999999999999999,0.201317
jpeg_bytes,uniform,2000,0.5,1000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.5005139999999999
jpeg_bytes,uniform,2000,1.0,2000,500,256,1.0,0.9923753814690964,0.9999999999999999,1.0
jpeg_bytes,uniform,4000,0.0,0,500,256,0.032,0.01979134135128301,0.05134530159364255,0.018914999999999998
jpeg_bytes,uniform,4000,0.005,20,500,256,0.038,0.024459922123289107,0.0585852253992656,0.01909
jpeg_bytes,uniform,4000,0.01,40,500,256,0.112,0.0872623972834597,0.14265430669652132,0.0210845
jpeg_bytes,uniform,4000,0.02,80,500,256,0.24,0.20463724941868827,0.2793275522173815,0.026929
jpeg_bytes,uniform,4000,0.05,200,500,256,1.0,0.9923753814690964,0.9999999999999999,0.052522000000000006
jpeg_bytes,uniform,4000,0.1,400,500,256,1.0,0.9923753814690964,0.9999999999999999,0.1011515
jpeg_bytes,uniform,4000,0.2,800,500,256,1.0,0.9923753814690964,0.9999999999999999,0.20071950000000005
jpeg_bytes,uniform,4000,0.5,2000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.5002925
jpeg_bytes,uniform,4000,1.0,4000,500,256,1.0,0.9923753814690964,0.9999999999999999,1.0
jpeg_bytes,dtd,100,0.0,0,500,256,0.038,0.024459922123289107,0.0585852253992656,0.11726
jpeg_bytes,dtd,100,0.005,0,500,256,0.042,0.027632099334746148,0.06335205123956134,0.11696000000000001
jpeg_bytes,dtd,100,0.01,1,500,256,0.038,0.024459922123289107,0.0585852253992656,0.11500000000000002
jpeg_bytes,dtd,100,0.02,2,500,256,0.018,0.009498085051756854,0.03385204721203399,0.11900000000000001
jpeg_bytes,dtd,100,0.05,5,500,256,0.052,0.03573001990962654,0.07510163829406287,0.12422000000000001
jpeg_bytes,dtd,100,0.1,10,500,256,0.154,0.12501019573842537,0.18826604028495975,0.15012
jpeg_bytes,dtd,100,0.2,20,500,256,0.888,0.8573456933034787,0.9127376027165404,0.22542
jpeg_bytes,dtd,100,0.5,50,500,256,1.0,0.9923753814690964,0.9999999999999999,0.49162
jpeg_bytes,dtd,100,1.0,100,500,256,1.0,0.9923753814690964,0.9999999999999999,0.9632999999999999
jpeg_bytes,dtd,250,0.0,0,500,256,0.038,0.024459922123289107,0.0585852253992656,0.076376
jpeg_bytes,dtd,250,0.005,1,500,256,0.04,0.026040593951356387,0.06097405509707471,0.07424800000000002
jpeg_bytes,dtd,250,0.01,2,500,256,0.046,0.030844883399787512,0.06807827022627275,0.07448
jpeg_bytes,dtd,250,0.02,5,500,256,0.054,0.03737409848513375,0.07742706124443205,0.07727200000000001
jpeg_bytes,dtd,250,0.05,12,500,256,0.094,0.07142604659353205,0.12276514365356148,0.087328
jpeg_bytes,dtd,250,0.1,25,500,256,0.416,0.37359670506840015,0.4596842308447916,0.12215200000000001
jpeg_bytes,dtd,250,0.2,50,500,256,1.0,0.9923753814690964,0.9999999999999999,0.20493600000000003
jpeg_bytes,dtd,250,0.5,125,500,256,1.0,0.9923753814690964,0.9999999999999999,0.485344
jpeg_bytes,dtd,250,1.0,250,500,256,1.0,0.9923753814690964,0.9999999999999999,0.9612639999999999
jpeg_bytes,dtd,500,0.0,0,500,256,0.056,0.03902536261505807,0.07974529864038413,0.054428000000000004
jpeg_bytes,dtd,500,0.005,2,500,256,0.046,0.030844883399787512,0.06807827022627275,0.054096000000000005
jpeg_bytes,dtd,500,0.01,5,500,256,0.052,0.03573001990962654,0.07510163829406287,0.052512
jpeg_bytes,dtd,500,0.02,10,500,256,0.076,0.05586871073410857,0.10259696578009747,0.05738800000000001
jpeg_bytes,dtd,500,0.05,25,500,256,0.172,0.1414536049779883,0.20754814477828426,0.069756
jpeg_bytes,dtd,500,0.1,50,500,256,1.0,0.9923753814690964,0.9999999999999999,0.11090800000000002
jpeg_bytes,dtd,500,0.2,100,500,256,1.0,0.9923753814690964,0.9999999999999999,0.19972
jpeg_bytes,dtd,500,0.5,250,500,256,1.0,0.9923753814690964,0.9999999999999999,0.482576
jpeg_bytes,dtd,500,1.0,500,500,256,1.0,0.9923753814690964,0.9999999999999999,0.9595520000000001
jpeg_bytes,dtd,1000,0.0,0,500,256,0.042,0.027632099334746148,0.06335205123956134,0.038428
jpeg_bytes,dtd,1000,0.005,5,500,256,0.058,0.040683464783922846,0.08205669799739573,0.03935000000000001
jpeg_bytes,dtd,1000,0.01,10,500,256,0.056,0.03902536261505807,0.07974529864038413,0.038892
jpeg_bytes,dtd,1000,0.02,20,500,256,0.084,0.06274379952220428,0.11159988309550732,0.041311999999999995
jpeg_bytes,dtd,1000,0.05,50,500,256,0.396,0.35408095329434175,0.43950496736008615,0.060180000000000004
jpeg_bytes,dtd,1000,0.1,100,500,256,1.0,0.9923753814690964,0.9999999999999999,0.10317799999999999
jpeg_bytes,dtd,1000,0.2,200,500,256,1.0,0.9923753814690964,0.9999999999999999,0.19557
jpeg_bytes,dtd,1000,0.5,500,500,256,1.0,0.9923753814690964,0.9999999999999999,0.480798
jpeg_bytes,dtd,1000,1.0,1000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.957886
jpeg_bytes,dtd,2000,0.0,0,500,256,0.04,0.026040593951356387,0.06097405509707471,0.026555000000000002
jpeg_bytes,dtd,2000,0.005,10,500,256,0.05,0.03409350665098192,0.07276865002683111,0.026882000000000003
jpeg_bytes,dtd,2000,0.01,20,500,256,0.05,0.03409350665098192,0.07276865002683111,0.028074
jpeg_bytes,dtd,2000,0.02,40,500,256,0.124,0.09794566312958619,0.15578805000565316,0.032038
jpeg_bytes,dtd,2000,0.05,100,500,256,1.0,0.9923753814690964,0.9999999999999999,0.05471500000000001
jpeg_bytes,dtd,2000,0.1,200,500,256,1.0,0.9923753814690964,0.9999999999999999,0.09953000000000001
jpeg_bytes,dtd,2000,0.2,400,500,256,1.0,0.9923753814690964,0.9999999999999999,0.19371000000000002
jpeg_bytes,dtd,2000,0.5,1000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.479506
jpeg_bytes,dtd,2000,1.0,2000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.95776
jpeg_bytes,dtd,4000,0.0,0,500,256,0.04,0.026040593951356387,0.06097405509707471,0.018576000000000002
jpeg_bytes,dtd,4000,0.005,20,500,256,0.032,0.01979134135128301,0.05134530159364255,0.018966999999999998
jpeg_bytes,dtd,4000,0.01,40,500,256,0.1,0.07667718662472012,0.1294225082000026,0.020811
jpeg_bytes,dtd,4000,0.02,80,500,256,0.256,0.21970707865540234,0.29601373518767854,0.0264455
jpeg_bytes,dtd,4000,0.05,200,500,256,1.0,0.9923753814690964,0.9999999999999999,0.051057000000000005
jpeg_bytes,dtd,4000,0.1,400,500,256,1.0,0.9923753814690964,0.9999999999999999,0.0971335
jpeg_bytes,dtd,4000,0.2,800,500,256,1.0,0.9923753814690964,0.9999999999999999,0.192435
jpeg_bytes,dtd,4000,0.5,2000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.4789495000000001
jpeg_bytes,dtd,4000,1.0,4000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.9570330000000001
jpeg_bytes,imagenet64,100,0.0,0,500,256,0.042,0.027632099334746148,0.06335205123956134,0.12024000000000001
jpeg_bytes,imagenet64,100,0.005,0,500,256,0.034,0.02133433944461342,0.053771805026188516,0.11718
jpeg_bytes,imagenet64,100,0.01,1,500,256,0.054,0.03737409848513375,0.07742706124443205,0.11930000000000002
jpeg_bytes,imagenet64,100,0.02,2,500,256,0.038,0.024459922123289107,0.0585852253992656,0.11594
jpeg_bytes,imagenet64,100,0.05,5,500,256,0.046,0.030844883399787512,0.06807827022627275,0.12012
jpeg_bytes,imagenet64,100,0.1,10,500,256,0.092,0.0696823665014548,0.12053932221976234,0.13286
jpeg_bytes,imagenet64,100,0.2,20,500,256,0.332,0.2921397376306511,0.3744221341957325,0.18164000000000002
jpeg_bytes,imagenet64,100,0.5,50,500,256,1.0,0.9923753814690964,0.9999999999999999,0.36278
jpeg_bytes,imagenet64,100,1.0,100,500,256,1.0,0.9923753814690964,0.9999999999999999,0.6898
jpeg_bytes,imagenet64,250,0.0,0,500,256,0.026,0.0152562373229252,0.04397190104437119,0.073352
jpeg_bytes,imagenet64,250,0.005,1,500,256,0.04,0.026040593951356387,0.06097405509707471,0.075792
jpeg_bytes,imagenet64,250,0.01,2,500,256,0.048,0.03246497509125218,0.07042768006068446,0.07515200000000001
jpeg_bytes,imagenet64,250,0.02,5,500,256,0.058,0.040683464783922846,0.08205669799739573,0.076136
jpeg_bytes,imagenet64,250,0.05,12,500,256,0.084,0.06274379952220428,0.11159988309550732,0.08278400000000002
jpeg_bytes,imagenet64,250,0.1,25,500,256,0.242,0.20651719550386513,0.28141710765808103,0.10170400000000002
jpeg_bytes,imagenet64,250,0.2,50,500,256,0.954,0.9319217297737272,0.9691551166002124,0.160448
jpeg_bytes,imagenet64,250,0.5,125,500,256,1.0,0.9923753814690964,0.9999999999999999,0.34804799999999997
jpeg_bytes,imagenet64,250,1.0,250,500,256,1.0,0.9923753814690964,0.9999999999999999,0.680016
jpeg_bytes,imagenet64,500,0.0,0,500,256,0.046,0.030844883399787512,0.06807827022627275,0.05352000000000001
jpeg_bytes,imagenet64,500,0.005,2,500,256,0.044,0.029233737680341678,0.06571991441984218,0.053572
jpeg_bytes,imagenet64,500,0.01,5,500,256,0.046,0.030844883399787512,0.06807827022627275,0.053364
jpeg_bytes,imagenet64,500,0.02,10,500,256,0.046,0.030844883399787512,0.06807827022627275,0.05528
jpeg_bytes,imagenet64,500,0.05,25,500,256,0.144,0.11593760751948218,0.177491120874521,0.06394000000000001
jpeg_bytes,imagenet64,500,0.1,50,500,256,0.492,0.44840701227596835,0.5357149816205261,0.087964
jpeg_bytes,imagenet64,500,0.2,100,500,256,1.0,0.9923753814690964,0.9999999999999999,0.147972
jpeg_bytes,imagenet64,500,0.5,250,500,256,1.0,0.9923753814690964,0.9999999999999999,0.341024
jpeg_bytes,imagenet64,500,1.0,500,500,256,1.0,0.9923753814690964,0.9999999999999999,0.67258
jpeg_bytes,imagenet64,1000,0.0,0,500,256,0.048,0.03246497509125218,0.07042768006068446,0.038308
jpeg_bytes,imagenet64,1000,0.005,5,500,256,0.058,0.040683464783922846,0.08205669799739573,0.038950000000000005
jpeg_bytes,imagenet64,1000,0.01,10,500,256,0.054,0.03737409848513375,0.07742706124443205,0.03907000000000001
jpeg_bytes,imagenet64,1000,0.02,20,500,256,0.07,0.05075944317125315,0.09579772876532376,0.040293999999999996
jpeg_bytes,imagenet64,1000,0.05,50,500,256,0.214,0.18030242285453799,0.25205885894513874,0.050102
jpeg_bytes,imagenet64,1000,0.1,100,500,256,0.962,0.9414147746007343,0.9755400778767108,0.07965199999999999
jpeg_bytes,imagenet64,1000,0.2,200,500,256,1.0,0.9923753814690964,0.9999999999999999,0.14023000000000002
jpeg_bytes,imagenet64,1000,0.5,500,500,256,1.0,0.9923753814690964,0.9999999999999999,0.337414
jpeg_bytes,imagenet64,1000,1.0,1000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.6686080000000001
jpeg_bytes,imagenet64,2000,0.0,0,500,256,0.04,0.026040593951356387,0.06097405509707471,0.02688
jpeg_bytes,imagenet64,2000,0.005,10,500,256,0.048,0.03246497509125218,0.07042768006068446,0.026242000000000005
jpeg_bytes,imagenet64,2000,0.01,20,500,256,0.072,0.05245772605354006,0.09806894740891321,0.027649
jpeg_bytes,imagenet64,2000,0.02,40,500,256,0.078,0.057581071819524224,0.10485410622055823,0.029046
jpeg_bytes,imagenet64,2000,0.05,100,500,256,0.478,0.43455017112738104,0.5217853120879786,0.043454
jpeg_bytes,imagenet64,2000,0.1,200,500,256,1.0,0.9923753814690964,0.9999999999999999,0.072895
jpeg_bytes,imagenet64,2000,0.2,400,500,256,1.0,0.9923753814690964,0.9999999999999999,0.13628200000000001
jpeg_bytes,imagenet64,2000,0.5,1000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.33411900000000005
jpeg_bytes,imagenet64,2000,1.0,2000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.6672739999999999
jpeg_bytes,imagenet64,4000,0.0,0,500,256,0.04,0.026040593951356387,0.06097405509707471,0.0191055
jpeg_bytes,imagenet64,4000,0.005,20,500,256,0.042,0.027632099334746148,0.06335205123956134,0.019039
jpeg_bytes,imagenet64,4000,0.01,40,500,256,0.052,0.03573001990962654,0.07510163829406287,0.0194405
jpeg_bytes,imagenet64,4000,0.02,80,500,256,0.138,0.11051755348949738,0.17100267032687666,0.022839500000000002
jpeg_bytes,imagenet64,4000,0.05,200,500,256,0.928,0.9019310525910869,0.9475422739464601,0.038604
jpeg_bytes,imagenet64,4000,0.1,400,500,256,1.0,0.9923753814690964,0.9999999999999999,0.06916000000000001
jpeg_bytes,imagenet64,4000,0.2,800,500,256,1.0,0.9923753814690964,0.9999999999999999,0.133406
jpeg_bytes,imagenet64,4000,0.5,2000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.331959
jpeg_bytes,imagenet64,4000,1.0,4000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.6651415
jpeg_bytes,cifar100,100,0.0,0,500,256,0.046,0.030844883399787512,0.06807827022627275,0.11672000000000002
jpeg_bytes,cifar100,100,0.005,0,500,256,0.024,0.013781177149521824,0.04147745969189818,0.1184
jpeg_bytes,cifar100,100,0.01,1,500,256,0.028,0.01675081930862122,0.04644682058455155,0.11912
jpeg_bytes,cifar100,100,0.02,2,500,256,0.03,0.018263049234083534,0.04890409218496562,0.11582000000000002
jpeg_bytes,cifar100,100,0.05,5,500,256,0.024,0.013781177149521824,0.04147745969189818,0.11570000000000001
jpeg_bytes,cifar100,100,0.1,10,500,256,0.024,0.013781177149521824,0.04147745969189818,0.11852000000000001
jpeg_bytes,cifar100,100,0.2,20,500,256,0.044,0.029233737680341678,0.06571991441984218,0.1194
jpeg_bytes,cifar100,100,0.5,50,500,256,0.054,0.03737409848513375,0.07742706124443205,0.12240000000000001
jpeg_bytes,cifar100,100,1.0,100,500,256,0.044,0.029233737680341678,0.06571991441984218,0.12290000000000001
jpeg_bytes,cifar100,250,0.0,0,500,256,0.026,0.0152562373229252,0.04397190104437119,0.074416
jpeg_bytes,cifar100,250,0.005,1,500,256,0.048,0.03246497509125218,0.07042768006068446,0.07688800000000001
jpeg_bytes,cifar100,250,0.01,2,500,256,0.026,0.0152562373229252,0.04397190104437119,0.07524000000000002
jpeg_bytes,cifar100,250,0.02,5,500,256,0.028,0.01675081930862122,0.04644682058455155,0.07410400000000002
jpeg_bytes,cifar100,250,0.05,12,500,256,0.038,0.024459922123289107,0.0585852253992656,0.074864
jpeg_bytes,cifar100,250,0.1,25,500,256,0.042,0.027632099334746148,0.06335205123956134,0.074976
jpeg_bytes,cifar100,250,0.2,50,500,256,0.036,0.022890872735181415,0.05618477326149691,0.073864
jpeg_bytes,cifar100,250,0.5,125,500,256,0.046,0.030844883399787512,0.06807827022627275,0.07875200000000002
jpeg_bytes,cifar100,250,1.0,250,500,256,0.066,0.04737823802541255,0.09123993085941157,0.08110400000000001
jpeg_bytes,cifar100,500,0.0,0,500,256,0.058,0.040683464783922846,0.08205669799739573,0.054256000000000006
jpeg_bytes,cifar100,500,0.005,2,500,256,0.048,0.03246497509125218,0.07042768006068446,0.05401600000000001
jpeg_bytes,cifar100,500,0.01,5,500,256,0.04,0.026040593951356387,0.06097405509707471,0.05408
jpeg_bytes,cifar100,500,0.02,10,500,256,0.068,0.04906621332682857,0.09352145708387197,0.05427200000000001
jpeg_bytes,cifar100,500,0.05,25,500,256,0.032,0.01979134135128301,0.05134530159364255,0.0534
jpeg_bytes,cifar100,500,0.1,50,500,256,0.048,0.03246497509125218,0.07042768006068446,0.0543
jpeg_bytes,cifar100,500,0.2,100,500,256,0.034,0.02133433944461342,0.053771805026188516,0.053004
jpeg_bytes,cifar100,500,0.5,250,500,256,0.074,0.05416087387750307,0.10033530111082659,0.05618400000000001
jpeg_bytes,cifar100,500,1.0,500,500,256,0.108,0.08372241545896647,0.13825528546926177,0.06315200000000001
jpeg_bytes,cifar100,1000,0.0,0,500,256,0.06,0.042348086000950205,0.08436157830624476,0.038602000000000004
jpeg_bytes,cifar100,1000,0.005,5,500,256,0.06,0.042348086000950205,0.08436157830624476,0.03790600000000001
jpeg_bytes,cifar100,1000,0.01,10,500,256,0.04,0.026040593951356387,0.06097405509707471,0.03772
jpeg_bytes,cifar100,1000,0.02,20,500,256,0.03,0.018263049234083534,0.04890409218496562,0.036398
jpeg_bytes,cifar100,1000,0.05,50,500,256,0.052,0.03573001990962654,0.07510163829406287,0.038092
jpeg_bytes,cifar100,1000,0.1,100,500,256,0.038,0.024459922123289107,0.0585852253992656,0.038314
jpeg_bytes,cifar100,1000,0.2,200,500,256,0.05,0.03409350665098192,0.07276865002683111,0.038384
jpeg_bytes,cifar100,1000,0.5,500,500,256,0.086,0.06447280005130328,0.11384038409228468,0.04103400000000001
jpeg_bytes,cifar100,1000,1.0,1000,500,256,0.19,0.15802683592828387,0.22670042756087622,0.049276
jpeg_bytes,cifar100,2000,0.0,0,500,256,0.042,0.027632099334746148,0.06335205123956134,0.026232000000000002
jpeg_bytes,cifar100,2000,0.005,10,500,256,0.03,0.018263049234083534,0.04890409218496562,0.026465000000000002
jpeg_bytes,cifar100,2000,0.01,20,500,256,0.044,0.029233737680341678,0.06571991441984218,0.026635000000000002
jpeg_bytes,cifar100,2000,0.02,40,500,256,0.046,0.030844883399787512,0.06807827022627275,0.026986000000000003
jpeg_bytes,cifar100,2000,0.05,100,500,256,0.042,0.027632099334746148,0.06335205123956134,0.026243000000000002
jpeg_bytes,cifar100,2000,0.1,200,500,256,0.052,0.03573001990962654,0.07510163829406287,0.026733
jpeg_bytes,cifar100,2000,0.2,400,500,256,0.048,0.03246497509125218,0.07042768006068446,0.027119
jpeg_bytes,cifar100,2000,0.5,1000,500,256,0.082,0.06101875732494105,0.10935542376689417,0.030227
jpeg_bytes,cifar100,2000,1.0,2000,500,256,0.402,0.35992798652483676,0.4455664387072203,0.04117
jpeg_bytes,cifar100,4000,0.0,0,500,256,0.04,0.026040593951356387,0.06097405509707471,0.018931999999999997
jpeg_bytes,cifar100,4000,0.005,20,500,256,0.042,0.027632099334746148,0.06335205123956134,0.0190865
jpeg_bytes,cifar100,4000,0.01,40,500,256,0.036,0.022890872735181415,0.05618477326149691,0.019032
jpeg_bytes,cifar100,4000,0.02,80,500,256,0.034,0.02133433944461342,0.053771805026188516,0.018915500000000002
jpeg_bytes,cifar100,4000,0.05,200,500,256,0.032,0.01979134135128301,0.05134530159364255,0.019008
jpeg_bytes,cifar100,4000,0.1,400,500,256,0.032,0.01979134135128301,0.05134530159364255,0.0185175
jpeg_bytes,cifar100,4000,0.2,800,500,256,0.038,0.024459922123289107,0.0585852253992656,0.019195999999999998
jpeg_bytes,cifar100,4000,0.5,2000,500,256,0.152,0.12319191165756974,0.186114822839939,0.0240045
jpeg_bytes,cifar100,4000,1.0,4000,500,256,0.75,0.7102355648988187,0.7859521258357297,0.034839
pixel_std,uniform,100,0.0,0,500,256,0.034,0.02133433944461342,0.053771805026188516,0.11886000000000001
pixel_std,uniform,100,0.005,0,500,256,0.026,0.0152562373229252,0.04397190104437119,0.11494000000000001
pixel_std,uniform,100,0.01,1,500,256,0.03,0.018263049234083534,0.04890409218496562,0.11572
pixel_std,uniform,100,0.02,2,500,256,0.048,0.03246497509125218,0.07042768006068446,0.11668
pixel_std,uniform,100,0.05,5,500,256,0.044,0.029233737680341678,0.06571991441984218,0.12084
pixel_std,uniform,100,0.1,10,500,256,0.06,0.042348086000950205,0.08436157830624476,0.13412000000000002
pixel_std,uniform,100,0.2,20,500,256,0.22,0.1859003473955845,0.2583694389817214,0.16666000000000003
pixel_std,uniform,100,0.5,50,500,256,1.0,0.9923753814690964,0.9999999999999999,0.29407999999999995
pixel_std,uniform,100,1.0,100,500,256,1.0,0.9923753814690964,0.9999999999999999,0.5284000000000001
pixel_std,uniform,250,0.0,0,500,256,0.024,0.013781177149521824,0.04147745969189818,0.075064
pixel_std,uniform,250,0.005,1,500,256,0.05,0.03409350665098192,0.07276865002683111,0.07662400000000001
pixel_std,uniform,250,0.01,2,500,256,0.038,0.024459922123289107,0.0585852253992656,0.07643200000000001
pixel_std,uniform,250,0.02,5,500,256,0.034,0.02133433944461342,0.053771805026188516,0.07552
pixel_std,uniform,250,0.05,12,500,256,0.058,0.040683464783922846,0.08205669799739573,0.07912000000000001
pixel_std,uniform,250,0.1,25,500,256,0.154,0.12501019573842537,0.18826604028495975,0.09591200000000001
pixel_std,uniform,250,0.2,50,500,256,0.682,0.639924207823618,0.7213004310311333,0.136936
pixel_std,uniform,250,0.5,125,500,256,1.0,0.9923753814690964,0.9999999999999999,0.27491999999999994
pixel_std,uniform,250,1.0,250,500,256,1.0,0.9923753814690964,0.9999999999999999,0.519992
pixel_std,uniform,500,0.0,0,500,256,0.042,0.027632099334746148,0.06335205123956134,0.052524
pixel_std,uniform,500,0.005,2,500,256,0.05,0.03409350665098192,0.07276865002683111,0.05437200000000002
pixel_std,uniform,500,0.01,5,500,256,0.04,0.026040593951356387,0.06097405509707471,0.05330400000000001
pixel_std,uniform,500,0.02,10,500,256,0.076,0.05586871073410857,0.10259696578009747,0.05620400000000001
pixel_std,uniform,500,0.05,25,500,256,0.106,0.08195666053446124,0.1360515388678906,0.06224000000000001
pixel_std,uniform,500,0.1,50,500,256,0.374,0.3326992639903926,0.41722213987939505,0.08175999999999999
pixel_std,uniform,500,0.2,100,500,256,0.998,0.9887590072528046,0.9996468726904154,0.12310800000000001
pixel_std,uniform,500,0.5,250,500,256,1.0,0.9923753814690964,0.9999999999999999,0.26698800000000006
pixel_std,uniform,500,1.0,500,500,256,1.0,0.9923753814690964,0.9999999999999999,0.518184
pixel_std,uniform,1000,0.0,0,500,256,0.048,0.03246497509125218,0.07042768006068446,0.037794
pixel_std,uniform,1000,0.005,5,500,256,0.04,0.026040593951356387,0.06097405509707471,0.038076000000000006
pixel_std,uniform,1000,0.01,10,500,256,0.052,0.03573001990962654,0.07510163829406287,0.037852
pixel_std,uniform,1000,0.02,20,500,256,0.07,0.05075944317125315,0.09579772876532376,0.039886000000000005
pixel_std,uniform,1000,0.05,50,500,256,0.168,0.13778772464256234,0.20327502206195752,0.048526
pixel_std,uniform,1000,0.1,100,500,256,0.692,0.6501972113746908,0.7308749351094421,0.06978
pixel_std,uniform,1000,0.2,200,500,256,1.0,0.9923753814690964,0.9999999999999999,0.11469800000000001
pixel_std,uniform,1000,0.5,500,500,256,1.0,0.9923753814690964,0.9999999999999999,0.263014
pixel_std,uniform,1000,1.0,1000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.517652
pixel_std,uniform,2000,0.0,0,500,256,0.048,0.03246497509125218,0.07042768006068446,0.026226000000000003
pixel_std,uniform,2000,0.005,10,500,256,0.042,0.027632099334746148,0.06335205123956134,0.026786
pixel_std,uniform,2000,0.01,20,500,256,0.052,0.03573001990962654,0.07510163829406287,0.027157000000000004
pixel_std,uniform,2000,0.02,40,500,256,0.084,0.06274379952220428,0.11159988309550732,0.029304000000000004
pixel_std,uniform,2000,0.05,100,500,256,0.37,0.328821530528825,0.4131608702892099,0.040403
pixel_std,uniform,2000,0.1,200,500,256,0.992,0.9796126401630988,0.9968847352024922,0.061345
pixel_std,uniform,2000,0.2,400,500,256,1.0,0.9923753814690964,0.9999999999999999,0.10934100000000001
pixel_std,uniform,2000,0.5,1000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.25994399999999995
pixel_std,uniform,2000,1.0,2000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.5171870000000001
pixel_std,uniform,4000,0.0,0,500,256,0.04,0.026040593951356387,0.06097405509707471,0.0188435
pixel_std,uniform,4000,0.005,20,500,256,0.034,0.02133433944461342,0.053771805026188516,0.0185465
pixel_std,uniform,4000,0.01,40,500,256,0.038,0.024459922123289107,0.0585852253992656,0.019597
pixel_std,uniform,4000,0.02,80,500,256,0.11,0.08549101658817662,0.140456185865928,0.021829499999999998
pixel_std,uniform,4000,0.05,200,500,256,0.674,0.6317212496204101,0.7136253831308357,0.033921999999999994
pixel_std,uniform,4000,0.1,400,500,256,1.0,0.9923753814690964,0.9999999999999999,0.0572005
pixel_std,uniform,4000,0.2,800,500,256,1.0,0.9923753814690964,0.9999999999999999,0.106916
pixel_std,uniform,4000,0.5,2000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.25956300000000004
pixel_std,uniform,4000,1.0,4000,500,256,1.0,0.9923753814690964,0.9999999999999999,0.5166095
pixel_std,dtd,100,0.0,0,500,256,0.046,0.030844883399787512,0.06807827022627275,0.11858000000000002
pixel_std,dtd,100,0.005,0,500,256,0.03,0.018263049234083534,0.04890409218496562,0.11662
pixel_std,dtd,100,0.01,1,500,256,0.036,0.022890872735181415,0.05618477326149691,0.11794000000000002
pixel_std,dtd,100,0.02,2,500,256,0.04,0.026040593951356387,0.06097405509707471,0.11632000000000002
pixel_std,dtd,100,0.05,5,500,256,0.046,0.030844883399787512,0.06807827022627275,0.11932000000000001
pixel_std,dtd,100,0.1,10,500,256,0.044,0.029233737680341678,0.06571991441984218,0.11756
pixel_std,dtd,100,0.2,20,500,256,0.038,0.024459922123289107,0.0585852253992656,0.1194
pixel_std,dtd,100,0.5,50,500,256,0.078,0.057581071819524224,0.10485410622055823,0.13138
pixel_std,dtd,100,1.0,100,500,256,0.318,0.2786995689688668,0.360075792176382,0.1752
pixel_std,dtd,250,0.0,0,500,256,0.03,0.018263049234083534,0.04890409218496562,0.076064
pixel_std,dtd,250,0.005,1,500,256,0.04,0.026040593951356387,0.06097405509707471,0.07456800000000001
pixel_std,dtd,250,0.01,2,500,256,0.04,0.026040593951356387,0.06097405509707471,0.074632
pixel_std,dtd,250,0.02,5,500,256,0.03,0.018263049234083534,0.04890409218496562,0.074976
pixel_std,dtd,250,0.05,12,500,256,0.04,0.026040593951356387,0.06097405509707471,0.07472
pixel_std,dtd,250,0.1,25,500,256,0.036,0.022890872735181415,0.05618477326149691,0.07568800000000002
pixel_std,dtd,250,0.2,50,500,256,0.058,0.040683464783922846,0.08205669799739573,0.08150400000000002
pixel_std,dtd,250,0.5,125,500,256,0.218,0.18403314391912312,0.25626714093230635,0.09857600000000002
pixel_std,dtd,250,1.0,250,500,256,0.776,0.737429591400892,0.8103616191700495,0.148232
