comparison,scorer,im_size,expected,n,repeats,reject_rate,reject_lo,reject_hi,KS,KS_sd,KS_p,KS_p_sd,CVM,CVM_sd,CVM_p,CVM_p_sd,AD,AD_sd,AD_p,AD_p_sd,KL,KL_sd,JS,JS_sd,wasserstein,wasserstein_sd,KS_p_median
cifar10-vs-cifar100,entropy-2-mse,128,reject,4000,100,0.91,0.8377362530335634,0.9519280048361151,0.04057500000000001,0.007649305524032884,0.01987422290417281,0.06559050152558779,1.2266259954688281,0.5626558186884407,0.01266028451680115,0.04622782092857962,9.035985167437621,4.024328213914498,0.005558671323967614,0.025398610637915115,0.016790842953045924,0.002956751664746632,0.07944724619803802,0.00730159508730227,0.0011795428466796875,0.00023896274614913952,0.0025032428422502883
cifar-vs-imagenet64,entropy-2-mse,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.07313,0.009419161321476556,3.522571887808898e-07,1.5841575457986427e-06,5.6549806534375735,1.4478627353979996,1.154862838692594e-09,4.387934692470672e-09,39.52320151813863,9.917745426322858,0.0010000000000000002,2.168404344971009e-19,0.027115851640034404,0.004976694232317166,0.09798241737967776,0.008760637041492733,0.0022971356201171873,0.0002699517585253433,1.964372026451156e-09
cifar-vs-dtd,entropy-2-mse,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.04938749999999999,0.007870862008064937,0.0016928560390944358,0.004022405739405021,1.7640937148438274,0.5251031250291366,0.00045699485203498316,0.0009984057073915628,14.731278789809082,3.5383811352879793,0.0010000000000000002,2.168404344971009e-19,0.0220747863362621,0.0032840004726060524,0.09252327390147423,0.006988264649642735,0.0016716955566406244,0.0001677158918311339,0.00014147401311448508
cifar-vs-oneclass,entropy-2-mse,128,reject,3000,100,1.0,0.9630051925239981,0.9999999999999999,0.07816,0.008893878044287918,2.228901887238678e-06,8.293863009940868e-06,3.5624818424999707,0.8451509619428008,6.345089550008342e-07,2.770227505389443e-06,21.722007811877667,5.3945128323057,0.0010000000000000002,2.168404344971009e-19,0.02951259451138792,0.004821222244727193,0.09913436220326587,0.007804555365143728,0.0018701554361979166,0.0002217781143268408,2.52777988396978e-08
cifar-vs-uniform,entropy-2-mse,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.19491000000000006,0.007967396061449437,3.817952781412904e-56,3.345400786762621e-55,27.51763341812508,2.256796308459166,5.846583449597987e-09,3.8613618339036825e-09,235.31836658022104,14.752984763964918,0.0010000000000000002,2.168404344971009e-19,0.33152189575611346,0.01894830047843424,0.2908510426480159,0.006857106536634853,0.00458161865234375,0.00012982654331284582,3.79286317161605e-67
control-disjoint,jpeg_bytes,128,accept,4000,100,0.04,0.015663050551848016,0.09837217232607373,0.018860000000000002,0.005209404956422566,0.5238535174775624,0.27005027003124993,0.1540021635938342,0.10842631503761817,0.49570785526138217,0.2657285829434824,-0.013375574695057369,0.708889815502143,0.22179838661553902,0.05354688955261835,0.012069482727736409,0.0023680121823489325,0.06454226222138626,0.006274138053760496,0.0005776510620117186,0.00015837844830719763,0.5361098992661512
cifar10-vs-cifar100,jpeg_bytes,128,reject,4000,100,0.74,0.6462882736813838,0.8159542187301354,0.034844999999999994,0.0059421986671601605,0.03644085306568027,0.04906360634698144,0.7763345807813402,0.2853203410048772,0.019066225207488983,0.02319720977342096,6.355486569964625,2.1683892843732497,0.004037341852789758,0.007323822222819993,0.018910480640181186,0.003138264202603565,0.08385590955352555,0.007262089942994243,0.0016394689941406247,0.00022833608878047425,0.017717051781849125
cifar-vs-imagenet64,jpeg_bytes,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.6057,0.007886459915576832,0.0,0.0,327.12372989203135,7.528014590071297,9.629038373870635e-08,1.7401707110725125e-08,2081.4845928808713,45.40959869579908,0.0010000000000000002,2.168404344971009e-19,0.9773259688541652,0.02513159459710896,0.6103370258856636,0.0063239403725316706,0.04217068405151367,0.0006405025056589848,0.0
cifar-vs-dtd,jpeg_bytes,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.8499825,0.003270560922838771,0.0,0.0,536.5045119826564,3.5134190113597956,1.5523685297891277e-07,1.683219032407229e-08,3284.8968950751605,21.651430558922083,0.0010000000000000002,2.168404344971009e-19,2.068834318508793,0.02536083869842971,0.8206188446781115,0.0029357687196105895,0.11524950515747072,0.0007054067057317768,0.0
cifar-vs-oneclass,jpeg_bytes,128,reject,3000,100,1.0,0.9630051925239981,0.9999999999999999,0.25363,0.008579289662385291,3.054344611119069e-69,2.498060788751789e-68,47.627859116388834,3.0498419127987004,1.2860324037911042e-08,5.674139684326267e-09,324.59703726530955,19.585723605321608,0.0010000000000000002,2.168404344971009e-19,0.2673287502582747,0.014832591983802173,0.27279118753750725,0.006981292524233162,0.010627600504557293,0.0003534865805352382,1.0135565252155797e-84
cifar-vs-uniform,jpeg_bytes,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,1.0,0.0,0.0,0.0,666.681013256875,0.0003761462356072536,1.9210504721089982e-07,1.3404455326691175e-12,4070.087415228089,0.12486688264496161,0.0010000000000000002,2.168404344971009e-19,6.1866808412911976,0.013169922077918826,0.990513056240331,7.061065817783378e-05,0.1734069566345215,0.0003143378442175075,0.0
control-disjoint,pixel_std,128,accept,4000,100,0.02,0.005501852234968185,0.07001316294199365,0.018022499999999997,0.005088601846283515,0.5714746953580853,0.27484817337965034,0.1415250853125849,0.12282075767936439,0.5578308955826374,0.27536850821140324,-0.14820626462038622,0.868205657871141,0.22666219015949537,0.0609981356248935,0.011147356211343313,0.0025911100236363895,0.06276589549682907,0.00715346676089453,0.0014675470122508705,0.0005043901267542558,0.6099808127636722
cifar10-vs-cifar100,pixel_std,128,reject,4000,100,0.97,0.915479219195973,0.9897456617765851,0.0483575,0.009845383118497726,0.007629124719152475,0.029906194047833526,1.8371845228125812,0.8796664542891419,0.005740011265193695,0.022366759426606247,13.323794466836617,6.108710938936803,0.002680511821667787,0.008198877194493439,0.018444013721762135,0.003481624405618771,0.0835451951641631,0.00804557691509197,0.0059134861194854605,0.0012989713685317417,0.00018928837522239663
cifar-vs-imagenet64,pixel_std,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.0930175,0.00970761653290858,7.342491194893788e-10,5.437908843448179e-09,8.923034385156335,1.6992672051289142,6.294765930725532e-10,7.656873816500454e-10,60.290224084548534,11.350898926532166,0.0010000000000000002,2.168404344971009e-19,0.03650936209540334,0.005262382214993902,0.1153301779547985,0.0082069572636405,0.012314580006245522,0.0011377435433560464,1.2413298333538473e-15
cifar-vs-dtd,pixel_std,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.1945575,0.007046262750565014,1.6061748617091232e-54,1.5944048004580234e-53,35.747665430312566,2.572939619915202,8.54237607872399e-09,4.585556826384251e-09,261.7118528808262,16.522614934158586,0.0010000000000000002,2.168404344971009e-19,0.14966727346003794,0.007158880432904598,0.2490891390479293,0.00592605958848245,0.026711856623844357,0.0009205965194258938,4.3925214375980054e-67
cifar-vs-oneclass,pixel_std,128,reject,3000,100,1.0,0.9630051925239981,0.9999999999999999,0.22210666666666665,0.008594168565564287,1.4076073766012043e-55,1.3567948511866705e-54,32.36690784888886,2.4134039142293084,7.093571526839426e-09,4.165300152944367e-09,235.02006668110008,15.419517397320634,0.0010000000000000002,2.168404344971009e-19,0.2517890529719404,0.013527767532765246,0.2571801721650315,0.0061774212018308235,0.023398482110562422,0.0008511074109839864,3.6524402172863622e-65
cifar-vs-uniform,pixel_std,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.5298675,0.0077336484759782005,0.0,0.0,161.2122689907813,2.3463169067671323,5.6580037859355056e-08,1.0685825525445241e-08,1256.4378586100934,11.773948791896856,0.0010000000000000002,2.168404344971009e-19,4.584532771263118,0.05959349217266688,0.8639941754323582,0.00563481063818268,0.04327657583799214,0.000500756289995502,0.0
control-disjoint,pixel_entropy,128,accept,4000,100,0.04,0.015663050551848016,0.09837217232607373,0.018000000000000002,0.005632051136131489,0.5800031055743154,0.2850175520009059,0.1428667834375824,0.1493615160868496,0.5733013528867474,0.27869831026508807,-0.1541203632001561,1.0333955818883331,0.22604893888370803,0.05996007598642424,0.010205658480714634,0.0021926105900028033,0.059339292504318825,0.00640088750860923,0.015987830549180505,0.005859741492218496,0.6193776728396316
cifar10-vs-cifar100,pixel_entropy,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.06859000000000001,0.00853049822695017,5.701651757470104e-06,2.9798677969127566e-05,4.444334093281336,1.1206543476253372,3.2100949989288806e-08,1.2128038271028958e-07,30.19281801517111,7.567937485503697,0.0010000000000000002,2.168404344971009e-19,0.021489422761885493,0.003364991287014416,0.08913899351345293,0.006998143140290262,0.09334218107134104,0.012678098007374811,1.832835849637287e-08
cifar-vs-imagenet64,pixel_entropy,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.051675000000000006,0.008907686287695588,0.002166104824310436,0.007097934243602641,2.0880686781250826,0.7243328166324157,0.0007672823629204983,0.002783917572507681,12.94079913303918,4.549207462455933,0.0013320890706994442,0.0017271430343285125,0.017367616529917803,0.0028183836158746315,0.08000744424893146,0.006606825100912048,0.05607670341610908,0.007900440226204088,4.6803615808405996e-05
cifar-vs-dtd,pixel_entropy,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.22407249999999998,0.0076594953325920916,2.779722938507196e-76,2.6397610545056543e-75,50.52867185000007,3.170565213932004,1.405587873537506e-08,6.333842838910231e-09,337.35148478338334,20.74853034147373,0.0010000000000000002,2.168404344971009e-19,0.13817029832829159,0.008138068311404428,0.2293223921778214,0.0067156143483381925,0.377721846434772,0.011104809475826916,1.3112641622006593e-88
cifar-vs-oneclass,pixel_entropy,128,reject,3000,100,1.0,0.9630051925239981,0.9999999999999999,0.26233666666666666,0.008389874187905853,4.219270660277053e-80,4.004063156395005e-79,47.68303839249997,2.9049801128777695,1.4616570001013685e-08,6.506453056960623e-09,305.5665882321399,18.321857514099644,0.0010000000000000002,2.168404344971009e-19,0.18555005074619527,0.011031212842782637,0.24758917663641694,0.007027869568422382,0.2575187949224313,0.010927293240795824,1.3448748530269464e-91
cifar-vs-uniform,pixel_entropy,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.6649425,0.007647373323566731,0.0,0.0,241.48005994718756,6.206071286899699,7.772318185939043e-08,1.5146672123201605e-08,1626.691154434115,30.63887517588385,0.0010000000000000002,2.168404344971009e-19,4.918966829088247,0.07600792127636746,0.8424651622218885,0.0074091800085830505,0.46085403604596853,0.005482336203991951,0.0
control-disjoint,BRISQUE,128,accept,4000,100,0.02,0.005501852234968185,0.07001316294199365,0.01838,0.00515842514727121,0.5480288067564651,0.27655245780761445,0.13396455421882364,0.10574396369499067,0.5574449112415223,0.26766888917504733,-0.21424143270553636,0.7267064820076988,0.23224967273517805,0.04941248002867879,0.010187735147517876,0.002667841287465799,0.059262099313078985,0.007711108470753569,0.17045914725303632,0.05192905029684524,0.5543126773045001
cifar10-vs-cifar100,BRISQUE,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.04911250000000001,0.006940945090547828,0.0012496760544288828,0.004232778981212272,1.5004261468750724,0.4110012388746501,0.000975691999414533,0.0027689682567804404,13.398977628852673,3.5893409863764827,0.0010125482553050753,0.00012485356386156157,0.020695918624865656,0.003793650706955678,0.08844409870353999,0.008302256851107574,0.7432929743862142,0.0961806224652915,0.00018928837522239663
cifar-vs-imagenet64,BRISQUE,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.9360275,0.0030752835235145306,0.0,0.0,612.0550570204688,3.819908793976704,1.5195569121329023e-07,1.2035336195390481e-08,3713.7782712722255,24.600482727210256,0.0010000000000000002,2.168404344971009e-19,3.2747355495016346,0.08197187593846018,0.91518545686031,0.0034150038219546174,30.7119483110097,0.16539339557854407,0.0
cifar-vs-dtd,BRISQUE,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.7457525000000002,0.0032725171886485217,0.0,0.0,311.3234808170313,3.387819188031014,8.888121700412199e-08,1.706313618123882e-08,2011.460356832406,16.321412018426457,0.0010000000000000002,2.168404344971009e-19,3.1912037973643383,0.0531144606039641,0.9092717282460101,0.002336127379247198,48.535192111984124,0.15760442878047198,0.0
cifar-vs-oneclass,BRISQUE,128,reject,1014,100,1.0,0.9630051925239981,0.9999999999999999,0.14581854043392503,0.015457786345313774,4.236051309676043e-07,2.65051008215932e-06,4.701413696902123,1.0369191215220206,5.07459744780725e-08,4.279690104519495e-07,34.37443998166934,6.886504788928346,0.0010000000000000002,2.168404344971009e-19,0.12404325944315658,0.015865943787311487,0.18669770272797515,0.01111186069150597,1.681200376130655,0.16378838899764994,7.77430966266726e-10
cifar-vs-uniform,BRISQUE,128,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.48917499999999997,0.008629129446241956,0.0,0.0,155.80029235796883,5.417950621640302,5.222798910020643e-08,1.2312551627442857e-08,1088.5195848531557,29.522431648415772,0.0010000000000000002,2.168404344971009e-19,1.033957312258017,0.028322008687196375,0.6178553537341079,0.00699269682109229,11.315484099397656,0.23174325303113033,0.0
control-disjoint,entropy-2-mse,256,accept,4000,100,0.02,0.005501852234968185,0.07001316294199365,0.018772499999999998,0.005457116340156218,0.5222362467799372,0.2874908826424623,0.1595958476563237,0.11663309870446453,0.48375569708463095,0.2782782106876872,-0.06898419536516293,0.7661994037181731,0.22791879939981605,0.05219817784682843,0.010918996194452784,0.0022096471161946,0.06164799764812779,0.006269914412717057,0.00037039993286132805,0.00010176283935732807,0.49168787427151
cifar10-vs-cifar100,entropy-2-mse,256,reject,4000,100,0.97,0.915479219195973,0.9897456617765851,0.0477675,0.009009526555263601,0.005317274115421567,0.015250168099789699,1.802593247656332,0.8164589885059211,0.0039344319177517075,0.013521773090410569,12.812196076650118,5.663344992080201,0.0024787748250816,0.008221877668725668,0.018480505049593754,0.003420010259488135,0.08260660579642329,0.007633839009496923,0.0013584234619140627,0.0002719115397094194,0.00031872044850338833
cifar-vs-imagenet64,entropy-2-mse,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.10824500000000001,0.009799233388382992,1.7360798138807427e-15,1.2114344816256088e-14,11.599811233281322,2.174259380646034,9.768571951340732e-10,1.0708358481676017e-09,78.72649613190444,14.55602539240582,0.0010000000000000002,2.168404344971009e-19,0.04359363398646209,0.006175654481112361,0.12249238640966015,0.00849758471611994,0.003056984405517578,0.00027339082991831927,9.056816007769511e-21
cifar-vs-dtd,entropy-2-mse,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.04478499999999999,0.0049949999999999994,0.0022542626928609556,0.0049590989805264555,1.1896122390625852,0.4296030059827761,0.005319079246642501,0.010997481280648074,10.40023104169733,3.3221910337039335,0.0012918898700164274,0.0013718505445037758,0.021875023235906173,0.0032859957242273043,0.09008385509063226,0.006944464706933816,0.0011269813537597656,0.00019311212244643098,0.0007585557739857778
cifar-vs-oneclass,entropy-2-mse,256,reject,3000,100,1.0,0.9630051925239981,0.9999999999999999,0.14533666666666667,0.007667463002120643,4.274991049566915e-23,2.235778746442416e-22,14.404730118611075,1.4047170579471466,1.8829067816028554e-09,1.6712281793949887e-09,92.60332448404726,8.955932218173597,0.0010000000000000002,2.168404344971009e-19,0.06963492191426185,0.006030208458763208,0.15230023048827632,0.006452529840984176,0.003557414754231771,0.00017394262094347753,2.3696792157120396e-28
cifar-vs-uniform,entropy-2-mse,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.309865,0.008982999220750269,1.380553981219013e-149,1.3695759561821513e-148,73.23579317984384,2.327501330356313,2.275888273062243e-08,8.862035194464448e-09,659.1491919959481,15.966768091336235,0.0010000000000000002,2.168404344971009e-19,1.8656372148902234,0.0621150361686154,0.567842493632568,0.006665659657516689,0.00719873779296875,0.00012188659754692899,3.0368706967499086e-171
control-disjoint,jpeg_bytes,256,accept,4000,100,0.04,0.015663050551848016,0.09837217232607373,0.019055,0.0050130554555081475,0.5076770503992204,0.2696925704109611,0.15458501015633375,0.12765605121201604,0.50841310035426,0.2682835746073775,-0.03079928629703725,0.878522817774043,0.2226168058045318,0.06168440049427436,0.012041554347590792,0.002448141988472158,0.06450946125108409,0.006349021905081619,0.00033532558441162096,0.00010671073614556994,0.49168787427151
cifar10-vs-cifar100,jpeg_bytes,256,reject,4000,100,0.87,0.7901947810519012,0.9224290614158575,0.036225,0.00564042329971785,0.023802486252194024,0.03232099948233439,0.8356741635938261,0.3064788689058843,0.015820324940413,0.020095266341071866,7.0604574660156265,2.655304677194003,0.0033416486906707866,0.005784137099844476,0.020361725092053674,0.004107541341673297,0.08668389916418008,0.00860884511313976,0.0010001099395751949,0.0001652985724852953,0.01340308020385905
cifar-vs-imagenet64,jpeg_bytes,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.6677600000000001,0.007876065007349798,0.0,0.0,376.56988456500017,7.445688439837198,1.0851113210308406e-07,1.673200192939768e-08,2363.038143260563,44.07154319678379,0.0010000000000000002,2.168404344971009e-19,1.1756212729105144,0.02845222761342332,0.665510728791779,0.006181870101480388,0.03206175579071046,0.0003726250768005084,0.0
cifar-vs-dtd,jpeg_bytes,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.956705,0.0020193996632662894,0.0,0.0,639.8240422115626,1.4728355466070606,1.7296185455317748e-07,4.945807573101319e-09,3905.2123110952143,8.654599779425098,0.0010000000000000002,2.168404344971009e-19,3.6269222316919114,0.06106840146444136,0.929726124273025,0.001968355062216391,0.14380824119567873,0.0005969763087304266,0.0
cifar-vs-oneclass,jpeg_bytes,256,reject,3000,100,1.0,0.9630051925239981,0.9999999999999999,0.24621333333333337,0.008891883939863364,8.463132236661989e-66,8.420701076828006e-65,44.86454884416665,2.954843490255863,1.093340233904172e-08,5.046255357503497e-09,304.266516688649,18.90572752031698,0.0010000000000000002,2.168404344971009e-19,0.24301835933650026,0.016491956982368248,0.26400474879861663,0.007676492191530508,0.006020182088216146,0.00021556063202525155,3.6190564059893946e-80
cifar-vs-uniform,jpeg_bytes,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,1.0,0.0,0.0,0.0,666.670571874375,9.123588575787093e-05,1.9206784011682741e-07,3.2505430271238255e-13,4064.2898570729913,0.05846279516145356,0.0010000000000000002,2.168404344971009e-19,6.229318617528529,0.014082092660158828,0.9907629499049182,6.366202230953638e-05,0.10744490509033204,0.00018016649935382684,0.0
control-disjoint,pixel_std,256,accept,4000,100,0.03,0.010254338223414816,0.08452078080402699,0.018260000000000002,0.005798590345937537,0.5604537729806939,0.30646247544565647,0.1425322056250843,0.14854187879870637,0.5810729091049069,0.30313278612637384,-0.19441909739206448,1.000601285012401,0.22710134518768815,0.05992179032550871,0.010576349228855728,0.0021814513824033642,0.06120769453610419,0.006061834037788358,0.001396716261804104,0.0005473326199802633,0.5912812970766771
cifar10-vs-cifar100,pixel_std,256,reject,4000,100,0.99,0.9455124752390653,0.9982326134344526,0.04787500000000001,0.00840732567467206,0.0033286484759582208,0.009809384765541437,1.7968390612500753,0.7857353627189797,0.004474981401545392,0.025184873981546514,12.83471145938322,5.502161264945441,0.0019788539828010532,0.005929869980066754,0.017879687959402167,0.003161878458912239,0.0822279380095964,0.007224186419015431,0.005849652166310698,0.0012493784857395614,0.0002651810504204797
cifar-vs-imagenet64,pixel_std,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.09439500000000002,0.011102205861899696,4.7474883339565495e-09,4.693180677485123e-08,9.223267415156327,2.0399065028102656,6.315736988948828e-10,6.88712938910535e-10,62.387652515826595,13.245028960766737,0.0010000000000000002,2.168404344971009e-19,0.03701376000818664,0.0050047246281033665,0.11618952755351523,0.007710290818942028,0.012536557112666777,0.0012971223597743294,3.299400870982523e-16
cifar-vs-dtd,pixel_std,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.1198875,0.005940472939926585,1.952117825753797e-20,1.926644811954726e-19,11.281813088125089,1.1844148139674828,1.0469564570847467e-09,1.111725651646621e-09,97.75541049256225,8.41843524217439,0.0010000000000000002,2.168404344971009e-19,0.08874026329185476,0.0058398925761807665,0.19237133890671,0.006568981651879904,0.01669836853612214,0.0006652260571164579,2.2150679999154275e-25
cifar-vs-oneclass,pixel_std,256,reject,3000,100,1.0,0.9630051925239981,0.9999999999999999,0.2244366666666667,0.008169141801791529,1.3546593075757002e-56,1.1655670125082653e-55,32.85003369944442,2.357348455007019,7.769797683021552e-09,4.585022537060521e-09,238.12437410457798,15.31598225656322,0.0010000000000000002,2.168404344971009e-19,0.2536314881098486,0.015438926557818694,0.2585040423119696,0.0066984866150915845,0.02351998676219334,0.0008517679577143362,9.646574991307112e-67
cifar-vs-uniform,pixel_std,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.51684,0.008333255666304744,0.0,0.0,158.07965424234382,2.2725006729790183,4.7609166511364265e-08,9.80978611267433e-09,1241.8257008851747,11.531452417763147,0.0010000000000000002,2.168404344971009e-19,4.58672428723648,0.06494911437630177,0.8618932671078816,0.00681421023889588,0.043023728646785026,0.0005208314421768525,0.0
control-disjoint,pixel_entropy,256,accept,4000,100,0.02,0.005501852234968185,0.07001316294199365,0.017987500000000003,0.004816686490731985,0.5656279485017164,0.26964317514599073,0.127125931718831,0.0870972413431628,0.5645218905158599,0.26782416042704366,-0.24350817164037966,0.6468460094301794,0.23591276906962577,0.04210479279113889,0.009946886998209427,0.0021268825288071258,0.05873208152354148,0.006063418672271452,0.015896996729075907,0.004861264608225545,0.6193776728396316
cifar10-vs-cifar100,pixel_entropy,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.06836750000000001,0.00921740574945033,8.567453362811195e-06,4.541681613622508e-05,4.428920479843835,1.2095477265291392,8.831693672584073e-07,5.857018377669352e-06,30.09858642008642,8.157302331617613,0.0010000000000000002,2.168404344971009e-19,0.02142629602538556,0.003879248011932383,0.08915326325765735,0.008419592361469986,0.09503568179756403,0.01330031380649769,1.3048771085991572e-08
cifar-vs-imagenet64,pixel_entropy,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.054367500000000006,0.009094466380717453,0.0012383170579886083,0.005336352919415907,2.3273940412500815,0.8493871804881834,0.0003666778499321943,0.001406893440336347,14.53720000749185,5.398109860456843,0.0010642619922101367,0.0003316879782441199,0.01817891568600746,0.0034749576644992246,0.08194593948820414,0.007858000724970369,0.05915188173443078,0.00801336505226816,1.3780524954750881e-05
cifar-vs-dtd,pixel_entropy,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.1563175,0.0075553668838779795,9.252574889622495e-36,6.468949607202804e-35,23.837746347031324,2.1855264625846615,4.686235743900369e-09,3.115044463508995e-09,163.8367912910279,13.752233624658363,0.0010000000000000002,2.168404344971009e-19,0.08105457228172243,0.005458255458370019,0.17806777022240233,0.006010556502733656,0.28723923857182265,0.010778401301845666,1.1673368174361398e-42
cifar-vs-oneclass,pixel_entropy,256,reject,3000,100,1.0,0.9630051925239981,0.9999999999999999,0.26358,0.008831461436880713,4.6693376216582205e-78,3.5909465863981614e-77,48.227116068611075,2.9895406295506683,1.3204522506526928e-08,5.829281173804997e-09,309.1317553706287,18.750645068511773,0.0010000000000000002,2.168404344971009e-19,0.18600752661320094,0.011498731855117626,0.2483679851051334,0.007433186623484688,0.25861995872775717,0.009861099233895795,2.6643868536348544e-92
cifar-vs-uniform,pixel_entropy,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.6548100000000001,0.0073641971728084475,0.0,0.0,233.14230518546887,5.575123387993825,7.724646379547728e-08,1.5833747574905445e-08,1586.0520331577677,27.26580326808689,0.0010000000000000002,2.168404344971009e-19,4.880123999701852,0.07279293653963209,0.8399037812236853,0.008824057487601998,0.4544449535685778,0.005422151916028907,0.0
control-disjoint,BRISQUE,256,accept,4000,100,0.04,0.015663050551848016,0.09837217232607373,0.019809999999999998,0.005847555044631902,0.4768984312554229,0.27933789807735265,0.1950150735938382,0.18537669966850304,0.43407416110608954,0.2847951256118267,0.1216412095372333,1.1888979974901714,0.21479565257314115,0.06372985775496981,0.010863497855641778,0.0021328247074967298,0.06243916752832474,0.006147762762832066,0.19188103673934936,0.06546632378875702,0.43247526803789643
cifar10-vs-cifar100,BRISQUE,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.048927500000000006,0.008159909236627575,0.0020050473194765626,0.004272024460193157,1.3992779073438124,0.4849989853244786,0.002572990186270153,0.005543560449723057,10.431222486040816,3.4743781458168317,0.0013584327855395448,0.0014793650516308553,0.019018886970300176,0.0032884891700390327,0.08434820319357766,0.007466032027434959,0.6351982465553284,0.09208649201853544,0.00011048478875994863
cifar-vs-imagenet64,BRISQUE,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.9167325000000001,0.004042470624506753,0.0,0.0,609.5796472853125,3.6673648123833553,1.456413477041174e-07,1.2007607166898902e-08,3720.4496491618424,22.323893427014863,0.0010000000000000002,2.168404344971009e-19,2.9098848811268723,0.06388579200863327,0.894786999781636,0.0038757807320329357,24.2249985649681,0.15010935485158255,0.0
cifar-vs-dtd,BRISQUE,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,0.8687575000000001,0.0028608248373502405,0.0,0.0,457.47383727734393,4.11357334647906,1.349348940038464e-07,1.7908124847652493e-08,2768.6460107331886,22.659404773300313,0.0010000000000000002,2.168404344971009e-19,3.7645374817476824,0.06728371329512213,0.9427120780036211,0.0020157201088902683,62.246323222957706,0.18740993714690815,0.0
cifar-vs-oneclass,BRISQUE,256,reject,1014,100,1.0,0.9630051925239981,0.9999999999999999,0.19308678500986193,0.014228069415756616,3.5210474012268017e-12,3.177681638004224e-11,7.452955800742242,1.1640357476449572,4.3034248498052816e-10,4.5458745023092457e-10,54.24731531750555,7.61710748148966,0.0010000000000000002,2.168404344971009e-19,0.19113016319503218,0.020896626791476237,0.2326136078822007,0.011670775731826828,2.333041140464166,0.1686959298689366,2.5709681047200592e-17
cifar-vs-uniform,BRISQUE,256,reject,4000,100,1.0,0.9630051925239981,0.9999999999999999,1.0,0.0,0.0,0.0,666.6666882528127,1.1455118732594189e-07,1.920540027455786e-07,4.604414927850737e-16,4058.589127881668,0.0011748902465738098,0.0010000000000000002,2.168404344971009e-19,5.788261185190364,0.019225389091759373,0.9885569749074944,0.00010323777629721031,25.27438524694443,0.09108460130174759,0.0
